time,open,high,low,close,Duong_V3_22R8_Chart
1780484400,1168.75,1172.75,1168.75,1172,
1780488000,1172,1172.75,1171.25,1171.75,
1780491600,1171.75,1171.75,1161.25,1162,
1780495200,1161.75,1167.25,1159.75,1165.25,
1780498800,1165,1165.5,1159,1159.25,
1780502400,1159.25,1160,1156.5,1156.5,
1780506000,1156.5,1158.25,1152.75,1153.25,
1780509600,1153.25,1154.5,1152.5,1153.5,
1780531200,1153.25,1155.25,1153,1154.25,
1780534800,1154.5,1154.75,1150,1151,
1780538400,1151,1151.75,1149.75,1149.75,
1780542000,1149.75,1151,1149.5,1150,
1780545600,1150,1150.5,1150,1150.25,
1780549200,1150.25,1150.5,1149.75,1149.75,
1780552800,1149.75,1150.5,1148.5,1149.75,
1780556400,1150,1150,1148.75,1149.25,
1780560000,1149.25,1149.5,1146.75,1147.25,
1780563600,1147.25,1148.25,1146.5,1147.5,
1780567200,1147.75,1149.25,1147.25,1147.75,
1780570800,1147.75,1148.5,1146,1147.25,
1780574400,1147.25,1150,1147,1147.5,
1780578000,1146,1147,1137.25,1137.75,
1780581600,1137.75,1137.75,1127,1128.75,
1780585200,1128.75,1129,1124,1124.75,
1780588800,1124.75,1126.5,1122,1124,
1780592400,1124,1124.75,1120.5,1124.25,
1780596000,1124.25,1130.5,1123.5,1128.75,
1780617600,1130.25,1131.75,1126.25,1127.75,
1780621200,1127.75,1128.75,1125,1128.25,
1780624800,1128.25,1132.25,1128,1130.25,
1780628400,1130,1131,1129,1129.25,
1780632000,1129.5,1129.75,1129,1129.5,
1780635600,1129.5,1130,1128,1128.25,
1780639200,1128.25,1129,1127.5,1127.75,
1780642800,1127.75,1128,1125,1127.25,
1780646400,1127.5,1129.25,1126,1129,
1780650000,1129.25,1130.5,1127.75,1129,
1780653600,1129,1129.25,1127.5,1128,
1780657200,1128,1128,1126,1127.75,
1780660800,1127.25,1130.25,1127.25,1130.25,
1780664400,1131,1131.25,1124.25,1128.25,
1780668000,1128.25,1130.5,1125,1130.5,
1780671600,1130.25,1130.75,1125,1125.25,
1780675200,1125.25,1125.5,1117.5,1118.5,
1780678800,1118.5,1120.25,1117.5,1119.25,
1780682400,1119.5,1122.25,1119.25,1122.25,
